timeTag,devDeep,cableOut,cableRelease,cableSpeed,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,DA1,DA2,DA3,DA4,HC1,HC2,wStatus,DI1,DI2,DI3,DI4,DO1,DO2
2020-06-20 14:55:23,274.58167521158856,367.9149220784505,2532.0850423177085,5.104999939600627,-14.0000,-4.3333,2.3333,87.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:24,278.40713936941967,373.145503452846,2526.8544921875,5.030000073569162,-14.0000,-4.2857,1.0000,87.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:25,281.86333719889325,378.2506408691406,2521.749348958333,5.125000079472859,-14.0000,-4.3333,0.0000,87.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:26,285.47143118722096,383.4668709891183,2516.533133370536,5.174285752432687,-14.0000,-4.2857,0.8571,86.7143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:27,288.8883361816406,388.5988871256511,2511.4010416666665,5.201666673024495,-14.0000,-4.3333,1.5000,86.8333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:28,292.2099965413411,393.3528086344401,2506.6471354166665,5.263333400090535,-13.8333,-4.5000,1.1667,86.8333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:29,295.6757202148437,398.57262747628346,2501.4273507254466,5.274285725184849,-14.0000,-4.2857,1.4286,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:30,299.54857090541293,404.24938528878346,2495.7506277901784,5.422857284545898,-14.0000,-4.1429,0.2857,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:31,303.0800018310547,409.2953847249349,2490.704630533854,5.160000006357829,-14.1667,-4.1667,0.5000,87.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:32,306.35333760579425,414.1872812906901,2485.8126627604165,4.96666677792867,-14.1667,-4.8333,1.6667,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:33,309.8614283970424,419.183114188058,2480.8168596540177,5.050000054495675,-14.2857,-4.1429,0.2857,86.8571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:34,313.35333251953125,424.3348388671875,2475.6651204427085,5.103333393732707,-13.6667,-4.1667,0.0000,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:35,316.4266662597656,429.1138610839844,2470.886149088541,5.140000025431315,-14.0000,-4.3333,0.3333,86.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:36,319.75,434.1168518066406,2465.883196149553,5.220000062670026,-14.0000,-4.1429,1.0000,87.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:37,323.2366638183594,439.4746500651042,2460.525390625,5.126666784286499,-13.8333,-4.0000,1.0000,87.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:38,326.4171404157366,444.63174874441967,2455.368233816964,5.2757143293108255,-13.8571,-3.8571,0.2857,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:39,329.9533284505208,449.9357808430989,2450.064208984375,5.228333314259847,-14.0000,-4.5000,1.0000,87.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:40,333.23571341378346,454.86710466657365,2445.132917131697,4.8885714667184015,-13.8571,-4.2857,0.8571,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:41,336.77500406901044,459.8826599121094,2440.1173502604165,4.795000036557515,-13.8333,-4.8333,1.8333,87.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:42,340.1333262125651,464.41078694661456,2435.589233398437,4.838333447774251,-14.1667,-4.1667,-0.3333,87.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:43,342.9283396402995,468.75078837076825,2431.249226888021,5.028333425521851,-13.8333,-4.0000,-0.6667,86.8333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
